"prix","produits","régions","Unit","Date","Value"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2021M1","217.142857142857"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2021M2","240"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2021M3","245"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2021M4","250"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2021M5","250"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2021M6","245"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2021M7","263"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2021M8","247"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2021M9","263"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2021M10","280"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2021M11","245"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2021M12","273"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2022M1","275"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2022M2","275"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2022M3","295.833333333333"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2022M4","312.5"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2022M5","358.333333333333"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2022M6","394.166666666667"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2022M7","385"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2022M8","350"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2022M9","337.5"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2022M10","341.666666666667"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2022M12","337.5"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2023M1","345.833333333333"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2023M2","335"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2023M3","343.75"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2023M4","337.5"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2023M5","336.666666666667"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2023M6","333.333333333333"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2023M7","340"
"Prix au détail du produit importé","Maïs","DIOURBEL","FCFA/kg","2023M8","355"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2020M8","200"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2021M5","325"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2021M6","325"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2022M7","365.625"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2022M8","350"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2022M9","362.5"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2022M10","400"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2022M11","425"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2022M12","396.875"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2023M1","350"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2023M3","315"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2023M4","312.5"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2023M5","316.666666666667"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2023M6","312.5"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2023M7","320"
"Prix au détail du produit importé","Maïs","KAFFRINE","FCFA/kg","2023M8","320.833333333333"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2016M1","163.75"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2016M2","170"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2016M3","168.75"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2016M4","170"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2016M5","170"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2016M6","173"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2016M7","185"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2016M8","195.833333333333"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2016M9","194"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2016M10","195"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2016M11","180"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2016M12","172.5"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2017M3","177"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2017M4","174"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2017M5","180"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2017M6","180"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2017M7","180"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2017M8","170"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2017M9","181"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2017M10","170"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2017M11","170"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2018M8","176.666666666667"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2018M9","180"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2018M10","176.666666666667"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2019M7","160"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2019M10","175"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2019M11","188.333333333333"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2019M12","178.75"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2020M1","183.571428571429"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2020M2","175"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2020M3","174.375"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2020M4","174.375"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2020M5","173.333333333333"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2020M6","173.333333333333"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2020M7","185.909090909091"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2020M8","181.923076923077"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2020M9","191.428571428571"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2020M10","188.888888888889"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2020M11","191.666666666667"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2020M12","180"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2021M1","186.25"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2021M2","222"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2021M3","221.111111111111"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2021M4","223.333333333333"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2021M5","236.666666666667"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2021M6","240.833333333333"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2021M7","239"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2021M8","248"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2021M9","249"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2021M10","243"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2021M11","229"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2021M12","282"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2022M1","261.666666666667"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2022M2","251.25"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2022M3","277"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2022M4","330.833333333333"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2022M5","350"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2022M6","308.333333333333"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2022M7","310"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2022M8","356.25"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2022M9","369.411764705882"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2022M10","356.25"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2022M11","308.823529411765"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2022M12","320"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2023M1","324.444444444444"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2023M2","320.769230769231"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2023M3","304.75"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2023M4","301.176470588235"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2023M5","301.5625"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2023M6","306.666666666667"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2023M7","306.578947368421"
"Prix au détail du produit importé","Maïs","KAOLACK","FCFA/kg","2023M8","280.882352941176"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2016M3","218.181818181818"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2016M8","250"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2017M3","245"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2017M4","227.5"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2017M5","200"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2017M11","232.5"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2018M11","250"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2018M12","250"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2019M2","200"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2019M3","238.333333333333"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2019M4","241.666666666667"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2019M5","250"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2020M3","241.666666666667"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2020M4","241.666666666667"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2021M3","225"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2021M4","250"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2021M5","208.333333333333"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2021M6","200"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2021M7","250"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2021M8","292"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2021M11","300"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2022M10","383.333333333333"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2022M11","450"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2023M7","400"
"Prix au détail du produit importé","Maïs","KEDOUGOU","FCFA/kg","2023M8","412.5"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2016M3","200"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2017M2","238.333333333333"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2017M3","280.769230769231"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2017M4","225"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2017M5","225"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2017M6","239.285714285714"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2017M7","240.909090909091"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2017M8","247.222222222222"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2017M9","250"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2017M10","250"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2017M12","300"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2018M2","300"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2018M3","225"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2018M4","225"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2018M7","225"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2018M8","225"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2018M9","240"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2018M10","218.333333333333"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2018M11","200"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2019M4","200"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2019M5","200"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2019M6","200"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2019M7","200"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2019M8","211.666666666667"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2019M9","221.25"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2019M10","200"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2020M8","200"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2021M7","220"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2022M4","280"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2022M5","350"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2022M9","400"
"Prix au détail du produit importé","Maïs","KOLDA","FCFA/kg","2022M10","400"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2016M1","223.75"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2016M2","223.888888888889"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2016M3","205"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2016M4","200"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2016M5","236.111111111111"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2016M6","227.777777777778"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2016M7","225"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2016M8","225"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2016M9","238"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2016M10","242.5"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2016M11","238.333333333333"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2016M12","250"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2017M1","250"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2017M2","205"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2017M3","286.666666666667"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2017M4","203.75"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2017M5","205.714285714286"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2017M6","188.75"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2017M7","189.285714285714"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2017M8","188"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2017M9","191.666666666667"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2017M10","195"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2017M11","185.555555555556"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2017M12","190"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2018M1","190"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2018M2","188.333333333333"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2018M3","185.714285714286"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2018M4","185"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2018M5","195"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2018M6","191.666666666667"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2018M7","193.333333333333"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2018M8","185"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2018M9","200"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2018M10","185"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2018M11","183.75"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2018M12","182.5"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2019M1","182.5"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2019M2","182.5"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2019M3","182.5"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2019M4","191.25"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2019M5","197.5"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2019M6","206.666666666667"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2019M7","210"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2019M8","208"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2019M9","216.666666666667"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2019M10","190"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2019M11","193.333333333333"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2019M12","181.25"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2020M1","181.875"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2020M2","181.25"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2020M3","180"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2020M4","180"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2020M5","200"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2020M6","200"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2020M7","188.571428571429"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2020M8","181.428571428571"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2020M9","184.375"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2020M10","183.888888888889"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2020M11","180.714285714286"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2020M12","187.777777777778"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2021M1","185"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2021M2","190.625"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2021M3","200"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2021M4","213.75"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2021M5","207.5"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2021M6","213.333333333333"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2021M7","218"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2021M8","215"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2021M9","258"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2021M10","258"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2021M11","262"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2021M12","280"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2022M1","270"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2022M2","268.333333333333"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2022M3","248.75"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2022M4","277.5"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2022M5","360.555555555556"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2022M6","402.777777777778"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2022M7","400"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2022M8","400"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2022M9","333.333333333333"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2022M10","300"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2022M11","300"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2022M12","300"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2023M1","310"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2023M2","350"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2023M3","312.5"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2023M4","307.5"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2023M5","322.5"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2023M6","322.5"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2023M7","324.166666666667"
"Prix au détail du produit importé","Maïs","LOUGA","FCFA/kg","2023M8","325"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2016M2","225"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2016M3","225"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2016M4","225"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2016M11","195"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2016M12","200"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2017M1","201.5"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2017M2","200"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2017M3","276.875"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2017M4","225"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2017M5","225"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2017M6","225"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2017M7","225"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2017M8","212.5"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2017M9","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2017M10","255"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2017M11","253.571428571429"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2017M12","300"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2018M1","246.875"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2018M2","243.75"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2018M3","235"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2018M4","233.333333333333"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2018M5","225"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2018M6","243.75"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2018M7","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2018M8","266.666666666667"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2018M9","240"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2018M10","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2018M11","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2018M12","243.75"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2019M1","245"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2019M2","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2019M3","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2019M4","235"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2019M5","225"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2019M6","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2019M7","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2019M8","241.428571428571"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2019M9","241.428571428571"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2019M10","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2019M11","300"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2019M12","240"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2020M1","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2020M2","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2020M3","265"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2020M4","265"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2020M5","275"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2020M6","275"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2020M7","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2020M8","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2020M9","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2020M10","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2020M11","256.25"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2020M12","257.142857142857"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2021M1","268.75"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2021M2","254.545454545455"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2021M3","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2021M4","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2021M5","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2021M6","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2021M7","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2021M8","250"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2021M9","278"
"Prix au détail du produit importé","Maïs","MATAM","FCFA/kg","2021M10","295"
